date,hits,keyword,geo,time,gprop,category,hits_num,month,year
2007-07-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Jul,2007
2007-08-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Aug,2007
2007-09-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Sep,2007
2007-10-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Oct,2007
2007-11-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Nov,2007
2007-12-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Dec,2007
2008-01-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Jan,2008
2008-02-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Feb,2008
2008-03-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Mar,2008
2008-04-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Apr,2008
2008-05-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,May,2008
2008-06-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Jun,2008
2008-07-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Jul,2008
2008-08-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Aug,2008
2008-09-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Sep,2008
2008-10-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Oct,2008
2008-11-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Nov,2008
2008-12-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Dec,2008
2009-01-01T00:00:00Z,3,Unemployment,US-CA,all,web,0,3,Jan,2009
2009-02-01T00:00:00Z,3,Unemployment,US-CA,all,web,0,3,Feb,2009
2009-03-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Mar,2009
2009-04-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Apr,2009
2009-05-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,May,2009
2009-06-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jun,2009
2009-07-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jul,2009
2009-08-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Aug,2009
2009-09-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Sep,2009
2009-10-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Oct,2009
2009-11-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Nov,2009
2009-12-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Dec,2009
2010-01-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jan,2010
2010-02-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Feb,2010
2010-03-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Mar,2010
2010-04-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Apr,2010
2010-05-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,May,2010
2010-06-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jun,2010
2010-07-01T00:00:00Z,3,Unemployment,US-CA,all,web,0,3,Jul,2010
2010-08-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Aug,2010
2010-09-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Sep,2010
2010-10-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Oct,2010
2010-11-01T00:00:00Z,1,Unemployment,US-CA,all,web,0,1,Nov,2010
2010-12-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Dec,2010
2011-01-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jan,2011
2011-02-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Feb,2011
2011-03-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Mar,2011
2011-04-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Apr,2011
2011-05-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,May,2011
2011-06-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jun,2011
2011-07-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jul,2011
2011-08-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Aug,2011
2011-09-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Sep,2011
2011-10-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Oct,2011
2011-11-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Nov,2011
2011-12-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Dec,2011
2012-01-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jan,2012
2012-02-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Feb,2012
2012-03-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Mar,2012
2012-04-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Apr,2012
2012-05-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,May,2012
2012-06-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jun,2012
2012-07-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Jul,2012
2012-08-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Aug,2012
2012-09-01T00:00:00Z,2,Unemployment,US-CA,all,web,0,2,Sep,2012
